Bankrupt?,ROA(B) before interest and depreciation after tax,Operating Gross Margin,Operating Profit Rate,Operating Expense Rate,Research and development expense rate,Cash flow rate,Realized Sales Gross Profit Growth Rate,Operating Profit Growth Rate,Total Asset Growth Rate,Cash Reinvestment %,Interest Expense Ratio,Total debt/Total net worth
0,0.5522779592,0.6088081408,0.9990098758,0.0002030576833,9880000000,0.4613505783,0.02211890318,0.8480112652,8700000000,0.3760571514,0.631829701,0.01326566903
0,0.5917875689,0.61433575,0.9990606011,0.0002408708168,8350000000,0.4632227003,0.02215651448,0.8479886549,0.0001349182605,0.3908852129,0.6311053958,0.01903719713
0,0.649660046,0.6037345594,0.9990644141,5970000000,0,0.454571685,0.02237423332,0.8487664869,9330000000,0.3598319735,0.6306738949,0.005062967928
0,0.5022752824,0.5479900258,0.9962898941,0.001949168741,0.002618260179,0.4480343558,0.02209159549,0.8478440996,6570000000,0.3644517715,0.6305858824,0.001638716384
0,0.6604207934,0.6283745802,0.9990388782,0.0004878703678,0.000351795285,0.4556553685,0.02252855025,0.8481909124,0.0001553016527,0.3617413658,0.6306297174,0.004765682707
0,0.5635740671,0.6269764626,0.9990538993,0.0004504041438,0.0003028970987,0.4648633234,0.02217484604,0.8483791944,7650000000,0.3844771059,0.6310026575,0.009850536664
0,0.5486910434,0.6043399299,0.9990250125,0.0001160990399,0,0.4609177759,0.02211710163,0.8480491922,0.000144864519,0.3708319362,0.6310584787,0.02042969569
0,0.500936881,0.602538232,0.9988622065,0.0002501217363,289000000,0.4645345277,0.02201033612,0.847759611,6180000000,0.3819436683,0.6297526746,0.007809664505
0,0.5288827025,0.6111647617,0.9990193507,0.0002312729878,5570000000,0.4644791693,0.02221389541,0.8482562259,0.0001300014612,0.3826329123,0.5917288804,0.007409332567
0,0.5740135982,0.6054281555,0.999006756,0.0001518307165,0.0001519579055,0.4601092071,0.02257276723,0.8482255573,0.0001247466822,0.3700029805,0.6307167025,0.008563820571
0,0.5259917554,0.595655746,0.998886818,0.0001180648603,1880000000,0.4580408143,0.02231780057,0.8480705202,6880000000,0.3726295593,0.6293561047,0.004930739839
0,0.5081642486,0.6142997161,0.9989474803,0.0003536163984,0.0001317534465,0.460924486,0.02237418591,0.848144386,5450000000,0.3747624902,0.6302382844,0.005291859309
0,0.6105251887,0.6160293461,0.999187703,0.0001356416074,7910000000,0.4697097037,0.02210913689,0.8480482158,7440000000,0.3812171678,0.6306143067,0.001917763248
0,0.555918411,0.6030282939,0.9989940459,0.0001261594149,8740000000,0.4688055157,0.02213337879,0.8480401457,0.0001066003935,0.3855202861,0.6319098369,0.008613064135
0,0.545425344,0.5980700212,0.9989573018,8330000000,3740000000,0.4588527381,0.02204198966,0.8479119187,77900000,0.3626541485,0.6313485432,0.01115640303
0,0.5755661438,0.6043831707,0.999073889,6790000000,951000000,0.4606728567,0.0222303148,0.8482243926,0.0001110102233,0.373374688,0.6307807427,0.01094848576
0,0.6557631565,0.6172472938,0.9992361173,0.0001085826678,691000000,0.4742004479,0.02218258954,0.8481241756,0.0001298405185,0.3952814724,0.6307639621,0.006327797992
0,0.5582739975,0.6031003618,0.9990393404,8310000000,3280000000,0.4558935776,0.02240843115,0.8485186324,0.0001802960531,0.3016001639,0.6313629265,0.0293938482
0,0.5223513036,0.6068478935,0.9990014409,0.0001919565799,329000000,0.4597971868,0.02210915269,0.8480479217,727000000,0.3709250773,0.6309365625,0.004246801448
0,0.6291557364,0.6197840845,0.9992898467,9900000000,2170000000,0.4719039112,0.02222653786,0.8481580205,9190000000,0.3879419545,0.630646498,0.003203567423
0,0.5999785856,0.604685856,0.9990949186,5080000000,2610000000,0.4572976691,0.02208791337,0.8480220175,0.0001211415659,0.3625796356,0.6307184148,0.007139404882
0,0.634455806,0.6107179406,0.9991957913,4690000000,1040000000,0.4564773576,0.02213630236,0.8480799079,9810000000,0.3706735964,0.6306581417,0.004125516373
0,0.615504042,0.6066821372,0.9990586368,0.0001202619537,4840000000,0.4590976573,0.02218894237,0.8481175407,0.0001115815699,0.370897135,0.6307002644,0.004957185457
0,0.5353070293,0.6090675853,0.9989935837,0.0002254911631,53500000,0.4597267306,0.02208764472,0.8479665623,9390000000,0.3715211803,0.631715319,0.01153120127
0,0.6509984475,0.6203822482,0.9992786387,0.0001196837712,5480000000,0.4779530795,0.02225488856,0.8481713843,9860000000,0.3973957751,0.6307577978,0.004724646404
0,0.6409872049,0.6131105954,0.9991675978,0.0001141332195,4940000000,0.4677251873,0.02222729641,0.8481994531,0.0001610151184,0.3798573078,0.6306749223,0.01246135748
0,0.5951068044,0.6027400222,0.9989880374,0.0001342539694,7300000000,0.4725883429,0.02208317245,0.84798262,8090000000,0.3988487761,0.6306615663,0.004213972405
0,0.5086460731,0.5986177374,0.9989636569,8570000000,6890000000,0.4560093271,0.02364540032,0.8481585145,7370000000,0.3571681383,0.6302095177,0.00980950036
0,0.5586487499,0.599251935,0.9990161154,435000000,1140000000,0.4651837313,0.02209589392,0.8480240056,714000000,0.3964829924,0.6313536801,0.0144593695
0,0.4224530221,0.6023436487,0.9987882562,0.0003210069071,0.000143468637,0.4639222298,0.02200471023,0.8475884338,5920000000,0.3828843933,0.6305656772,0.004690905443
0,0.6476256759,0.6118349933,0.9991808857,8040000000,6230000000,0.4822391653,0.0222540668,0.8482678604,8090000000,0.3942941768,0.630725264,0.003556479632
0,0.5349322769,0.6143789908,0.9989703587,0.0003282920062,0.0001309045197,0.4641453411,0.02205644947,0.8479292823,6560000000,0.3827819381,0.6347478117,0.00873434921
0,0.560576048,0.6067830323,0.9990180797,0.000162006728,5910000000,0.459486844,0.02207400667,0.8480174648,7340000000,0.3707201669,0.6311547102,0.006100730446
0,0.5926976819,0.6260467865,0.9992135856,0.0002756774015,0.0001913481111,0.4580089412,0.02241568476,0.8498122075,930000000,0.3708039939,0.6306369091,0.002645473696
0,0.5882541892,0.6039507632,0.9990625654,7230000000,5450000000,0.4716707347,0.02249569568,0.8482234986,6800000000,0.3880164673,0.631499911,0.01415022935
0,0.6137373521,0.6175355655,0.9991409064,0.0002118460568,2940000000,0.4699713981,0.02222965107,0.8480994478,9070000000,0.3947878246,0.6310434104,0.01031379093
0,0.714920499,0.6187535133,0.9993109919,6120000000,2040000000,0.49144041,0.02218955869,0.8481251167,9750000000,0.4036921128,0.6306122519,0.00147913076
0,0.4831629102,0.5893714236,0.998532088,0.000369227325,0.0001550140421,0.4583377368,0.02179384992,0.8480161943,6650000000,0.3643493163,0.6296136354,0.01403623962
0,0.6052251191,0.6177301489,0.9992242159,0.0001315943301,0,0.4714576885,0.02209753744,0.8480463453,746000000,0.3854178309,0.6311622444,0.008127011919
0,0.5392151614,0.6008374292,0.9989835311,0.0001038415715,7880000000,0.4600353959,0.02211934567,0.8480289582,6970000000,0.3707387951,0.6324310626,0.01264282913
0,0.5188179239,0.5957134003,0.9989099275,9270000000,469000000,0.4581666289,0.02199815196,0.8480828724,6640000000,0.3624678663,0.6295653484,0.01075971876
0,0.6039937898,0.6116476167,0.9991544254,0.0001038415715,1900000000,0.4705669208,0.02215109403,0.8481027181,8650000000,0.3982899296,0.6306369091,0.00422491542
0,0.6204293592,0.6200867698,0.9992205184,0.0001731078314,7660000000,0.4656635045,0.02308897437,0.8490575504,0.0001109056105,0.3796617116,0.630866358,0.002751256167
0,0.5588093581,0.6060911803,0.9990110313,0.0001581907237,4670000000,0.4800063746,0.02199998511,0.8479382582,6580000000,0.3848869267,0.6306136217,0.0009447468972
0,0.6038867177,0.6125124317,0.9991499191,0.0001252343229,7270000000,0.469463107,0.02224183523,0.8485896396,0.0001219140908,0.3872713386,0.630769784,0.005587320694
0,0.6112746935,0.609629715,0.9991708331,5490000000,1950000000,0.4633652903,0.02214451995,0.8480837076,5830000000,0.3890782758,0.6308519746,0.01515972241
1,0.4680657423,0.5884417475,0.9987912605,9610000000,3580000000,0.4616776964,0.02200727033,0.8480570388,5900000000,0.3769140494,0.6301372584,0.01374169015
0,0.5399111301,0.609874746,0.9991303916,0.0001047666635,4620000000,0.4705669208,0.02205516942,0.8479920077,664000000,0.3818598413,0.6244082273,0.006275818674
0,0.4966004604,0.6005707779,0.9988708725,0.0002193624289,0.000132432588,0.4617917684,0.02203630056,0.8479816789,5590000000,0.3770630751,0.6300304105,0.009608878432
0,0.5181754912,0.603748973,0.9989763671,0.0001729921949,3870000000,0.4706642175,0.02200139159,0.8479270825,4920000000,0.382949592,0.6304396515,0.004783921064
0,0.5325766904,0.5976159933,0.9989716297,6170000000,255000000,0.4565411036,0.02209026803,0.8479962545,8270000000,0.3586397675,0.6315824441,0.01263188612
0,0.6105251887,0.6028985716,0.9990268613,9080000000,6130000000,0.4578864816,0.02227462659,0.8483114811,0.0001236442248,0.3654576953,0.6307317708,0.007050036933
0,0.5995502971,0.6130961818,0.9991890896,9850000000,3680000000,0.4722796776,0.02212113142,0.848061862,7750000000,0.382949592,0.6306136217,0.004255920627
0,0.5484233631,0.6038859021,0.9989102741,0.0002245660712,8510000000,0.4626959563,0.02201160037,0.8478778033,7680000000,0.3780410566,0.6294013096,0.005418615891
0,0.6450559452,0.6100693293,0.9991613582,7160000000,5160000000,0.4780654739,0.02220822211,0.8481360454,9930000000,0.3932509966,0.6307420446,0.006211984424
0,0.5371272552,0.6028553309,0.999012649,0.000104651027,6810000000,0.4657658338,0.02211025891,0.8480008659,6450000000,0.3832755859,0.6310293695,0.005920170711
0,0.5301675679,0.5979402989,0.998917438,0.0001214183186,3500000000,0.4648750661,0.02199292114,0.8478182307,5070000000,0.3806862636,0.629300626,0.0049644808
0,0.6005139461,0.6202092852,0.9992163587,0.0001792365656,0.0001217361097,0.4666029206,0.02212214281,0.8480505568,7380000000,0.3838996312,0.6307646471,0.00640075142
0,0.5569355961,0.6057884951,0.9990477753,0.0001164459494,543000000,0.4672655444,0.02230631174,0.84848247,7010000000,0.3819622965,0.6307187573,0.002749432331
0,0.5581669254,0.6083252857,0.9990847504,0.0001215339551,1430000000,0.4625265259,0.02215494998,0.8481731606,8230000000,0.3782739093,0.6313317626,0.008481747964
0,0.5297928155,0.5974142031,0.9989757894,5420000000,3550000000,0.4647341536,0.02205472693,0.8479693503,5830000000,0.3777523192,0.6323468172,0.00806682534
0,0.5551689063,0.6117557186,0.9991669045,8890000000,4140000000,0.4649488773,0.0221793025,0.8481389629,8390000000,0.3779572296,0.6306660183,0.005810740568
0,0.6177525563,0.6127142219,0.9991352446,0.0001285877812,896000000,0.478449628,0.02211542651,0.8480439102,5980000000,0.3748370031,0.6306122519,0.001056912793
0,0.6108999411,0.6088153476,0.9991413686,7130000000,4520000000,0.4694882699,0.02222283995,0.8481648788,0.0001011524833,0.3856134272,0.6308324543,0.00919760348
0,0.60982922,0.6017598985,0.9990307899,6860000000,4870000000,0.4643902603,0.02210888404,0.848039734,6820000000,0.3780876271,0.6306413611,0.0047346775
0,0.5620215215,0.5966646968,0.9989802957,3670000000,1510000000,0.4565478138,0.02202865187,0.8479644565,6800000000,0.3681215305,0.6307321133,0.005018283953
0,0.6118100541,0.6116764439,0.9991885118,702000000,1710000000,0.4730261778,0.02211371978,0.8480561094,7240000000,0.3873737938,0.6306122519,0.002077348872
0,0.5804379249,0.607244267,0.9990785109,0.0001074263028,4840000000,0.4644724592,0.02206068469,0.8480065244,66600000,0.3756939011,0.6306615663,0.004529495983
0,0.5812945018,0.6153447008,0.9992331131,8430000000,3040000000,0.4738968152,0.02215882173,0.8481124234,7590000000,0.3877370441,0.6309872468,0.008040379723
0,0.5660367257,0.6222704277,0.9991177969,0.0003064367089,2840000000,0.4797077745,0.02210009753,0.848000513,6390000000,0.3934186506,0.6309516308,0.003814552385
0,0.5493334761,0.5989492498,0.9990140355,4060000000,362000000,0.4642862535,0.0220138286,0.8479709032,4170000000,0.3789445252,0.6310040273,0.005420439727
0,0.6085978907,0.6224578042,0.9991937115,0.0002379799045,0.0001317534465,0.4722612248,0.02215708339,0.8480573329,0.0001073970598,0.3834432398,0.6307872495,0.006980731176
0,0.5827399754,0.612123265,0.9991737218,924000000,900000000,0.4735093061,0.02211814464,0.8480594386,606000000,0.3901587124,0.6308256051,0.00418661487
0,0.5914663526,0.6179895934,0.9992520628,0.0001007193862,2090000000,0.4639742332,0.02233918212,0.8482808007,0.0001117827482,0.379698968,0.6306536897,0.006097994693
0,0.558755822,0.6060551464,0.9990331008,0.0001355259709,6300000000,0.4599330666,0.02215542407,0.8481679727,7180000000,0.3700029805,0.6314940891,0.01522720433
0,0.4519513893,0.5881318555,0.9987528988,0.0001283565082,2380000000,0.4596814373,0.02176766424,0.8472591845,7580000000,0.3730673224,0.6304430761,0.007770452038
0,0.5523850313,0.6009599447,0.9989865353,0.0001003724767,165000000,0.4586195617,0.0221927035,0.8490779609,0.0001186228127,0.3612756604,0.6309687539,0.01138073482
0,0.5134643182,0.5881606826,0.9987247053,0.0001569187222,0.0001431290663,0.4597686688,0.022084974,0.8480444278,8080000000,0.3741663872,0.6299999315,0.007923654237
0,0.5807056052,0.6085054555,0.9990311365,0.000171604557,3110000000,0.4656937,0.02219962524,0.8483246685,8900000000,0.3900935137,0.6307910166,0.006775549658
0,0.6414690294,0.6118854408,0.9991613582,0.0001007193862,4300000000,0.4654638786,0.02215796836,0.8481056238,8510000000,0.3815990462,0.6306173888,0.003978697599
0,0.5803308528,0.6147753643,0.9991208012,0.0001791209291,8230000000,0.4856529361,0.02212688373,0.8480318874,7140000000,0.3959614023,0.6306122519,0.001658778577
0,0.6419508539,0.627516972,0.9992678928,0.0002449180941,0.0001414312126,0.478446273,0.02219804494,0.8481194112,8460000000,0.3901866547,0.6307776606,0.003686883885
0,0.5538840409,0.6106819066,0.9990973451,0.0001450081634,593000000,0.4659805574,0.02209191155,0.8480166767,9290000000,0.3884728587,0.6310300544,0.007247923107
0,0.7674929065,0.6397036567,0.9994986406,0.0001886031216,9610000000,0.556635884,0.02214161219,0.8480942481,0.0001092157122,0.4138817481,0.6306122519,0.0008809126474
0,0.6084372825,0.6145735741,0.9990112624,0.0002941792405,0.0001865941208,0.4834000151,0.02208304603,0.8479711384,7610000000,0.397386461,0.6306218408,0.002444851768
0,0.5221906954,0.6084622148,0.9986439378,0.0005636122713,0.0004497614431,0.4556587236,0.02306500112,0.8480784844,9900000000,0.3617693081,0.6294304188,0.01012502394
0,0.7839284758,0.6080153937,0.9991469148,5320000000,2110000000,0.4669988173,0.02225749607,0.848152115,0.0002036810266,0.3833594128,0.6306125943,0.003754365807
0,0.4558595214,0.5965998357,0.9984663417,0.0005510078935,0.0001361678661,0.4633921307,0.02196543961,0.8471517327,0.0001362299435,0.3789165828,0.630510541,0.00315797153
0,0.5791530596,0.6082964586,0.9990586368,0.0001459332553,7540000000,0.4647475739,0.02214286063,0.8482404622,6580000000,0.386451697,0.6312786811,0.009141976491
0,0.6321002195,0.6164329264,0.9991488791,0.0001860591187,8290000000,0.4674081343,0.0223452979,0.8484453901,0.0001474476492,0.4062907492,0.6308303996,0.01347905781
0,0.6251405321,0.6007437409,0.9990385315,4690000000,187000000,0.4617783481,0.02211262937,0.8480508862,0.0001490570762,0.3766066838,0.6306495801,0.001749970363
0,0.7245034531,0.6110422462,0.9991883963,6010000000,3890000000,0.4592754754,0.02378325046,0.8483997813,0.000162125623,0.3738590216,0.6306451281,0.002012602705
0,0.6701643557,0.6196471555,0.9991801924,0.0002064111416,0.0001760674279,0.4713419391,0.02230730733,0.8489560982,0.000181245615,0.3902145971,0.6306208134,0.002985619055
0,0.6793190214,0.6277187622,0.9991711797,0.0003449436613,0.0001770861401,0.4658413226,0.02236516236,0.8486292841,0.0001332605508,0.3883610894,0.6306988945,0.009632588296
0,0.4877670111,0.5971043111,0.9988759566,0.0001492867136,0,0.4600538487,0.0219762015,0.8478033493,5900000000,0.373970791,0.6304413638,0.003991464449
0,0.6158252583,0.6220326035,0.9992051506,0.0002197093384,5330000000,0.4749033324,0.02335195319,0.849013765,0.0001383061042,0.4437614098,0.6307180724,0.01128042386
0,0.5813480379,0.6194165381,0.9991669045,0.0002161246071,6600000000,0.4694412991,0.02227268282,0.8485277495,7730000000,0.394480459,0.6307940987,0.007861643823
0,0.6446276567,0.6007365341,0.9990066405,7570000000,5690000000,0.4679332008,0.02247246517,0.8485707349,0.0002201454642,0.4411627734,0.6306571143,0.01927885536
0,0.6447347288,0.6110710734,0.9991836588,6530000000,1260000000,0.4627446046,0.02217897064,0.8481279165,0.0001046932225,0.3813661935,0.6306571143,0.007940068759
0,0.5667326945,0.6029706395,0.9990492774,6980000000,0,0.463611887,0.02247418771,0.8482052997,7900000000,0.3816549309,0.6320564102,0.01295105737
0,0.4370148295,0.5995546203,0.998821996,0.0002424897277,43600000,0.4544358052,0.02258956589,0.8480766963,0.0001095295505,0.3341250326,0.6303756113,0.03918602212
0,0.8038974249,0.6446258954,0.9995542188,0.0002327762622,0.0001429592809,0.4654622011,0.02419334002,0.8583222211,0.0002362236393,0.386107075,0.6306516349,0.006576751566
0,0.6715562932,0.5981060551,0.9989759049,6350000000,1880000000,0.4681328267,0.02213802489,0.8480334991,0.000164097171,0.3847565292,0.6306132793,0.002041784076
0,0.5402858825,0.6124980181,0.9989390454,0.0003330331024,0.0002806552153,0.4493763787,0.02340106912,0.8481467976,0.0001592367016,0.3423680191,0.6312608731,0.004911589564
0,0.4045184432,0.5910578129,0.9978912631,0.001037721896,0.0002005165211,0.4224587538,0.02216492171,0.8480049715,0.0001150418378,0.3591147871,0.6304595143,0.0007742182584
0,0.5683387762,0.6027400222,0.9990329853,8240000000,0,0.4593224462,0.02259808374,0.848860175,0.0002137238507,0.3566931187,0.6314125834,0.02081908462
0,0.4162428396,0.597558339,0.9986648518,0.0003678396871,0.0001468643444,0.4553668336,0.02267382784,0.847931788,0.0001224291074,0.3416601468,0.6304975274,0.0134735863
0,0.6806038867,0.6235748569,0.9992450144,0.0002045609577,0.0001696155839,0.4743916862,0.02268922002,0.8487942851,0.000104001169,0.4006277709,0.630703689,0.004892439289
0,0.5599871513,0.6033381859,0.9990514728,7310000000,492000000,0.4715197571,0.02322759887,0.8484757646,8540000000,0.3866938639,0.6312238873,0.007724856145
0,0.5574174206,0.6193012295,0.9991160637,0.000265038844,7110000000,0.461768283,0.02226533439,0.8505381722,7410000000,0.3773145561,0.6308201258,0.005411320548
0,0.6357942074,0.6150564292,0.9991904761,0.0001092764867,6160000000,0.4625433012,0.02216038623,0.8481026476,0.000100001743,0.3763365746,0.6306256079,0.003206303176
0,0.5515819905,0.6042390349,0.9990388782,0.0001007193862,4960000000,0.4633971633,0.02214199146,0.8482436384,9150000000,0.3793357177,0.631354365,0.008666867289
0,0.5980512875,0.6009671514,0.9990235104,6020000000,2610000000,0.4616139503,0.02240278946,0.8525689819,0.000105497936,0.3764949145,0.6308023178,0.008125188083
0,0.5522779592,0.6078856715,0.9990718091,0.0001261594149,4300000000,0.4657389933,0.02212122623,0.8480245232,8050000000,0.3860418762,0.6308266325,0.01382467467
0,0.6462872745,0.6166347166,0.9992351929,9930000000,5500000000,0.4701911544,0.02212007261,0.8480620031,7850000000,0.3921146753,0.6306886207,0.004320666794
0,0.5599336153,0.6025598524,0.9990600233,5230000000,2750000000,0.4628066732,0.02217253879,0.8481595733,9900000000,0.380891174,0.6311440939,0.016507537
0,0.5167835537,0.610148604,0.9990855593,0.0001547216288,3850000000,0.4707145433,0.02215474454,0.8483383264,6480000000,0.3847658433,0.6308286873,0.00363399265
0,0.5864339633,0.6093414434,0.9991033535,0.0001180648603,4600000000,0.4769012691,0.02201986537,0.8479656211,6650000000,0.3870384859,0.6306441008,0.002774966031
0,0.6476256759,0.60530564,0.9991187213,382000000,1700000000,0.4665341419,0.02218410663,0.8481269754,0.0001083385746,0.3834711821,0.6306557444,0.005682160151
0,0.646822635,0.6082748382,0.9991582385,3720000000,1510000000,0.4714576885,0.02210529674,0.8480489334,9210000000,0.3944338885,0.6306625937,0.004317931041
0,0.5122329889,0.6015581084,0.9989363878,0.0001579594507,8170000000,0.4543921894,0.02201246954,0.847896308,8090000000,0.3288159905,0.6273787345,0.01236287035
0,0.5253493228,0.6080946684,0.9990136889,0.0001917253069,4570000000,0.4624476821,0.0220968421,0.848126246,6080000000,0.3781993964,0.6331697511,0.009450204726
0,0.6749826008,0.621463267,0.9993183869,9730000000,3360000000,0.4636555027,0.02224926267,0.8481742312,0.0001210852359,0.3742036437,0.6306273202,0.007537912985
0,0.6956475186,0.6133844535,0.9992031863,8070000000,2340000000,0.4847051324,0.02227702866,0.8482175342,0.0001040896874,0.4326031072,0.6306588266,0.005007340939
0,0.539804058,0.6005491575,0.9989452849,0.0001381856102,0.0001132468413,0.4656517618,0.02208197142,0.8478394999,6220000000,0.3840207146,0.6308077972,0.005059320256
0,0.6159323304,0.6053488808,0.9990722713,8500000000,6320000000,0.4638584837,0.02237816828,0.8533164394,9010000000,0.3800901606,0.6307122505,0.003495381136
0,0.5529203919,0.5974574439,0.999006525,2300000000,679000000,0.4613824514,0.02211721226,0.8480823901,8810000000,0.3728996684,0.6310427254,0.02017162294
0,0.5318271856,0.6074244368,0.9989860731,0.0002046765942,0.0001032295045,0.4658631304,0.02233731735,0.8481838776,631000000,0.3889758206,0.630237257,0.005484273977
0,0.6429145029,0.6115827556,0.999157083,0.0001001412037,8680000000,0.4743262626,0.02214249716,0.8480604738,0.0001013456145,0.3809563727,0.6307985507,0.007656462306
